"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","source_eng_company_address","source_ua_sameRegLivingAddress","source_eng_company_name","source_ukr_fullname","source_eng_company_code","person","source_ukr_company_name","dnt_sizeIncome_hidden","incomeSource","otherObjectType","source_eng_fullname","source_ua_company_code","source_ua_company_name","source_ua_lastname","iteration","source_ua_firstname","source_citizen","sizeIncome","source_ukr_company_address","source_ua_middlename","objectType","object_id","ownershipType","otherOwnership","percent.ownership","source_ua_company_code_extendedstatus","source_ua_actualAddress_extendedstatus","source_ua_taxNumber_extendedstatus","source_ua_birthday_extendedstatus","incomeSource_extendedstatus","source_citizen_extendedstatus","source_ua_regAddress_extendedstatus","sizeIncome_extendedstatus","source_eng_company_code_extendedstatus","source_eng_company_address_extendedstatus","source_ukr_company_address_extendedstatus","source_ua_middlename_extendedstatus","source_ua_lastname_extendedstatus","source_ua_firstname_extendedstatus","otherObjectType_extendedstatus","source_ua_company_name_extendedstatus","objectType_extendedstatus","source_eng_birthday_extendedstatus","source_eng_regAddress_extendedstatus","source_eng_fullname_extendedstatus","source_eng_taxNumber_extendedstatus","source_ukr_regAddress_extendedstatus","declarant","subjectRelation"
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","FALSE","salestock","","","","","","1","","FALSE","j","","","35917889","ПАТ ""РОЗРАХУНКОВИЙ ЦЕНТР З ОБСЛУГОВУВАННЯ ДОГОВОРІВ НА ФІНАНСОВИХ РИНКАХ""","","1522488225105","","Юридична особа, зареєстрована в Україні",126390988,"","","Дохід від відчуження цінних паперів та корпоративних прав","1522488225105","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","FALSE","other","","","","","","1","","FALSE","j","Бонуси","","14360570","ПАТ ""ПРИВАТБАНК""","","1521219514126","","Юридична особа, зареєстрована в Україні",357,"","","Інше","1521219514126","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","FALSE","salestock","","","","","","1","","FALSE","j","","","35917889","ПАТ ""РОЗРАХУНКОВИЙ ЦЕНТР З ОБСЛУГОВУВАННЯ ДОГОВОРІВ НА ФІНАНСОВИХ РИНКАХ""","","1522488328507","","Юридична особа, зареєстрована в Україні",15977500,"","","Дохід від відчуження цінних паперів та корпоративних прав","1522488328507","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","FALSE","dividends","","","","","","1","","FALSE","j","","","33606246","ТОВ ""КОМПАНІЯ З УПРАВЛІННЯ АКТИВАМИ ТРАСТ ЦЕНТР""","","1477534787761","","Юридична особа, зареєстрована в Україні",24900000,"","","Дивіденди","1477534787761","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","FALSE","other","","","","","","1","","FALSE","j","бонус","","14360570","ПАТ ""Приватбанк""","","1490742785959","","Юридична особа, зареєстрована в Україні",1,"","","Інше","1490742785959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Фріз Ірина Василівна","Верховна Рада України","народний депутат України","nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","Фріз","FALSE","Василівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","Ірина","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Апарату Верховної Ради України","","1477578716987","","Юридична особа, зареєстрована в Україні",242051,"","","Заробітна плата отримана за основним місцем роботи","1477578716987","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фріз Ірина Василівна",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","other","","","","","","1","","FALSE","j","Компенсація вартості винайму готельного номера ","","03539018","Державне підприємство ""Готельний комплекс ""Київ"" Управління справами Апарату Верховної Ради України""","","1521288808890","","Юридична особа, зареєстрована в Україні",191080,"","","Інше","1521288808890","Оренда","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","other","","","","","","1","","FALSE","j","Кошти для виконання повноважень народного депутата України","","20064120","Управління справами Верховної Ради України","","1477509736752","","Юридична особа, зареєстрована в Україні",252825,"","","Інше","1477509736752","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","pension","","","","","","1477506830402","","FALSE","j","","","2129823545","Центральне обєднане управління Пенсійного фонду України м. Запоріжжя","","1477509437566","","Юридична особа, зареєстрована в Україні",58522,"","","Пенсія","1477509437566","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролова Наталя Тимофіївна","дружина"
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","other","","","","","","1","","FALSE","j","Виплати чи відшкодування, які здійснюються професійними спілками своїм членам","","25970716","Первинна профспілкова організація Запорізького національного університету","","1521284972838","","Юридична особа, зареєстрована в Україні",500,"","","Інше","1521284972838","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","salarymain","","","","","","1477506830402","","FALSE","j","","","37611417","Територіальний відділ освіти Вознесенівського району","","1477509519808","","Юридична особа, зареєстрована в Україні",138171,"","","Заробітна плата отримана за основним місцем роботи","1477509519808","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролова Наталя Тимофіївна","дружина"
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Верховної Ради України","","1477509384476","","Юридична особа, зареєстрована в Україні",279334,"","","Заробітна плата отримана за основним місцем роботи","1477509384476","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","presentnomoney","","","","","","1","","FALSE","j","","","25970716","Первинна профспілкова організація Запорізького національного університету","","1521284911059","","Юридична особа, зареєстрована в Україні",62,"","","Подарунок у негрошовій формі","1521284911059","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","other","","","","","","1","","FALSE","j","Компенсація вартості проїзду","","20064120","Управління справами Апарату Верховної Ради України","","1521293248925","","Юридична особа, зареєстрована в Україні",38170,"","","Інше","1521293248925","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Фролов","FALSE","Олександрович",2018-03-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","Микола","FALSE","other","","","","","","1","","FALSE","j","Заробітна плата за науково-педагогічну діяльність на умовах погодинної оплати","","02125243","Запорізький національний університет","","1477509419161","","Юридична особа, зареєстрована в Україні",37720,"","","Інше","1477509419161","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фролов Микола Олександрович",NA
"Фурсін Іван Геннадійович","Верховна Рада України","Депутат восьмого скликання","nacp_881a8f75-ea95-4241-beb0-951a75b79095","Фурсін","TRUE","Геннадійович",2018-02-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_881a8f75-ea95-4241-beb0-951a75b79095","Іван","FALSE","salarymain","","","","","","1","","FALSE","j","","","000000000","Верховна Рада України","","1477398402107","","Юридична особа, зареєстрована в Україні",202222,"","","Заробітна плата отримана за основним місцем роботи","1477398402107","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фурсін Іван Геннадійович",NA
"Фурсін Іван Геннадійович","Верховна Рада України","Депутат восьмого скликання","nacp_881a8f75-ea95-4241-beb0-951a75b79095","Фурсін","TRUE","Геннадійович",2018-02-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_881a8f75-ea95-4241-beb0-951a75b79095","Іван","FALSE","interest","","","","","","1","","FALSE","j","","","20966466","ПАТ ""Місто Банк""","","1477398742732","","Юридична особа, зареєстрована в Україні",447333,"","","Проценти","1477398742732","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фурсін Іван Геннадійович",NA
"Фурсін Іван Геннадійович","Верховна Рада України","Депутат восьмого скликання","nacp_881a8f75-ea95-4241-beb0-951a75b79095","Фурсін","TRUE","Геннадійович",2018-02-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_881a8f75-ea95-4241-beb0-951a75b79095","Іван","FALSE","leasing","","","","","","1","","FALSE","j","","","20966466","ПАТ ""Місто Банк""","",NA,"","Юридична особа, зареєстрована в Україні",7200,"","","Дохід від надання майна в оренду","1477398663931","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фурсін Іван Геннадійович",NA
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","FALSE","other","","","","","","1","","FALSE","j","кошти на відшкодування витрат, пов'язаних з виконанням депутатських повноважень ","","","Управління справами Верховної Ради України","","1477044857543","","Юридична особа, зареєстрована в Україні",252825,"","","Інше","1477044857543","Власність","",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","FALSE","other","","","","","","1","","FALSE","j","кошти для компенсації вартості проїзду територією України","","","Управління справами Верховної Ради України","","1520696419784","","Юридична особа, зареєстрована в Україні",38170,"","","Інше","1520696419784","Власність","",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","FALSE","salarymain","","","","","","1","","FALSE","j","","","","Управління справами Верховної Ради України","","1476343108763","","Юридична особа, зареєстрована в Україні",253510,"","","Заробітна плата отримана за основним місцем роботи","1476343108763","Власність","",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","FALSE","other","","","","","","1","","FALSE","j","виплата коштів на службові закордонні відрядження","","","Управління справами Верховної Ради України","","1477489494689","","Юридична особа, зареєстрована в Україні",21731,"","","Інше","1477489494689","Власність","",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","Хлань","FALSE","Володимирович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8","Сергій","FALSE","other","","","","","","1","","FALSE","j","компенсація вартості винайму готельного номера","","","Управління справами Верховної Ради України","","1477489330028","","Юридична особа, зареєстрована в Україні",191080,"","","Інше","1477489330028","Власність","",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хлань Сергій Володимирович",NA
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","other","","FALSE","","","","1477314545967","","FALSE","j","позика","","","","Федишин","1522929115826","Роман","Громадянин України",1600000,"","Степанович","Інше","1522929115826","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вовчко-Хміль Наталія Орестівна","дружина"
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","salarymain","","","","","","1477314545967","","FALSE","j","","","00015332","Українське національне інформаційне агентство Укрінформ","","1477321153792","","Юридична особа, зареєстрована в Україні",109795,"","","Заробітна плата отримана за основним місцем роботи","1477321153792","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вовчко-Хміль Наталія Орестівна","дружина"
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","other","","","","","","1","","FALSE","j","Дохід від наукової та викладацької діяльності","","2070987","ЛНУ ім. Івана Франка","","1477320669214","","Юридична особа, зареєстрована в Україні",873,"","","Інше","1477320669214","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хміль Михайло Михайлович",NA
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","insurance","","","","","","1477314545967","","FALSE","j","","","20782312","ПРАТ СК ""ПЗУ Україна""","","1520853562488","","Юридична особа, зареєстрована в Україні",19158,"","","Страхові виплати","1520853562488","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вовчко-Хміль Наталія Орестівна","дружина"
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","other","","","","","","1477314662454","","FALSE","j","стипендія","","02070987","Львівський національний університет імені Івана Франка","","1489755615074","","Юридична особа, зареєстрована в Україні",13599,"","","Інше","1489755615074","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хміль Марта Михайлівна","дочка"
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Верховної Ради України","","1477320442087","","Юридична особа, зареєстрована в Україні",244841,"","","Заробітна плата отримана за основним місцем роботи","1477320442087","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хміль Михайло Михайлович",NA
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","FALSE","presentmoney","","FALSE","","","","1477314545967","","FALSE","j","","","","","Вовчко","1522922796362","Орест","Громадянин України",1150000,"","Іванович","Подарунок у грошовій формі","1522922796362","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вовчко-Хміль Наталія Орестівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","saleestate","","FALSE","","","","1","","FALSE","j","","","","","Буряк ","1519739190505","Олександр","Громадянин України",7579858,"","Васильович","Дохід від відчуження нерухомого майна","1519739190505","Власність","",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1","","FALSE","j","","","14305909","АТ ""Райффайзен Банк Аваль""","","1477555012306","","Юридична особа, зареєстрована в Україні",972,"","","Проценти","1477555012306","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","TRUE","salarymain","","","Sennering-Hirschenkogel Bergba","","4005890","1477406982051","Земмерінг-Хіршенкогель Бергбанен","FALSE","j","","","","","","1477556466456","","Юридична особа, зареєстрована за кордоном",1514287,"Австрія","","Заробітна плата отримана за основним місцем роботи","1477556466456","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1477406982051","","FALSE","j","","","21685166","ПАТ ""ОТП БАНК""","","1519739781331","","Юридична особа, зареєстрована в Україні",7978,"","","Проценти","1519739781331","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1","","FALSE","j","","","23697280","АБ ""Укргазбанк""","","1519738983810","","Юридична особа, зареєстрована в Україні",6952377,"","","Проценти","1519738983810","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Верховної Ради України","","1477554647582","","Юридична особа, зареєстрована в Україні",249088,"","","Заробітна плата отримана за основним місцем роботи","1477554647582","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1477406982051","","FALSE","j","","","23697280","АБ ""Укргазбанк""","","1519739891986","","Юридична особа, зареєстрована в Україні",19684,"","","Проценти","1519739891986","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1","","FALSE","j","","","21685166","ПАТ ""ОТП БАНК""","","1477554796925","","Юридична особа, зареєстрована в Україні",2273243,"","","Проценти","1477554796925","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
