"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","objectName","iteration","reestrCode","objectType","object_id","unitName","unitType"
"Юрик Тарас Зіновійович","Верховна Рада України","Народний депутат України","nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","Юрик","FALSE","Зіновійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","Тарас","ГРОМАДСЬКА СПІЛКА ""ФЕДЕРАЦІЯ ФУТБОЛУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ""","1521976989904","41164984","Громадське об’єднання","1521976989904","Виконавчий комітет (Голова)","Керівні органи"
"Юрик Тарас Зіновійович","Верховна Рада України","Народний депутат України","nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","Юрик","FALSE","Зіновійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","Тарас","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ДИТЯЧО-ЮНАЦЬКА ФУТБОЛЬНА ЛІГА ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ""","1521977160268","41411751","Громадське об’єднання","1521977160268","Виконавчий комітет (Голова)","Керівні органи"
"Подоляк Ірина Ігорівна","Верховна Рада України","Народний депутат України","nacp_230e99e9-feca-4e32-850e-cada878c31bd","Подоляк","FALSE","Ігорівна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_230e99e9-feca-4e32-850e-cada878c31bd","Ірина","Львівська міська громадська організація ""Мистецька рада ""Діалог""""","1477738777135","37613477","Громадське об’єднання","1477738777135",NA,NA
"Сюмар Вікторія Петрівна","Верховна Рада України","Народний депутат України, Голова комітету з питань свободи слова та інформаційної політики","nacp_c43682e2-b022-43d7-83d2-65fa4f6e3d8d","Сюмар","FALSE","Петрівна",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c43682e2-b022-43d7-83d2-65fa4f6e3d8d","Вікторія","Інститут масової інформації","1477776826268","24075824","Громадське об’єднання","1477776826268",NA,NA
"Тригубенко Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_a017be38-8a07-40f9-977f-fb4689e70ca8","Тригубенко","FALSE","Миколайович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a017be38-8a07-40f9-977f-fb4689e70ca8","Сергій","Всеукраїнське об’єднання організацій роботодавців ""Федерація роботодавців агропромислового комплексу та продовольства України""","1476961498771","37819306","Громадське об’єднання","1476961498771","Рада Федерації","Керівні органи"
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Амельченко","FALSE","Васильович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Василь","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ПРОСВІТА УКРАЇНИ"" (ГО ""ПРОСВІТА УКРАЇНИ"")","1477846746339","39939246","Громадське об’єднання","1477846746339",NA,NA
"Ледовських Олена Володимирівна","Верховна Рада України","народний депутат України","nacp_0fb09195-1409-45cb-ad00-387b8e58e44f","Ледовських","FALSE","Володимирівна",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0fb09195-1409-45cb-ad00-387b8e58e44f","Олена","ГО ""Кияни за реформи""","1490800774547","35252669","Громадське об’єднання","1490800774547",NA,NA
"Ледовських Олена Володимирівна","Верховна Рада України","народний депутат України","nacp_0fb09195-1409-45cb-ad00-387b8e58e44f","Ледовських","FALSE","Володимирівна",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0fb09195-1409-45cb-ad00-387b8e58e44f","Олена","ГО ""Кияни за реформи"" ","1490802072230","35252669","Громадське об’єднання","1490802072230","Правління","Керівні органи"
"Євтушок Сергій Миколайович","Верховна Рада УКраїни","народний депутат України","nacp_0e799ab4-8466-4741-9e0f-d4f55b59e646","Євтушок","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0e799ab4-8466-4741-9e0f-d4f55b59e646","Сергій","політична партія ВО ""Батьківщина""","1477651093487","20069956","Громадське об’єднання","1477651093487",NA,NA
"Денисенко Андрій Сергійович","Верховна Рада України","народний депутат України","nacp_a0930997-1558-4593-9f1f-e8f60ae20747","Денисенко","FALSE","Сергійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a0930997-1558-4593-9f1f-e8f60ae20747","Андрій","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ПРАВОЗАХИСНА ГРУПА СІЧ""","1477508344410","39318230","Громадське об’єднання","1477508344410","засновник","Керівні органи"
"Денисенко Андрій Сергійович","Верховна Рада України","народний депутат України","nacp_a0930997-1558-4593-9f1f-e8f60ae20747","Денисенко","FALSE","Сергійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a0930997-1558-4593-9f1f-e8f60ae20747","Андрій","ДНІПРОПЕТРОВСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ФОНД МІСЦЕВОГО РОЗВИТКУ ""ДНІПРОГРАД""","1477507921651","36208432","Громадське об’єднання","1477507921651","керівник","Керівні органи"
"Денисенко Андрій Сергійович","Верховна Рада України","народний депутат України","nacp_a0930997-1558-4593-9f1f-e8f60ae20747","Денисенко","FALSE","Сергійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a0930997-1558-4593-9f1f-e8f60ae20747","Андрій","ДНІПРОПЕТРОВСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРАД-ГРОМАДЯНСЬКИЙ АКТИВ ДНІПРОПЕТРОВЩИНИ""","1477507995100","35933853","Громадське об’єднання","1477507995100","керівник","Керівні органи"
"Парасюк Володимир Зіновійович","Верховна Рада України","Народний депутат України","nacp_8e198356-94da-4884-92ca-aec34f80726c","Парасюк","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8e198356-94da-4884-92ca-aec34f80726c","Володимир","ГО ""Законодавче бюро""","1490973044807","39918535","Громадське об’єднання","1490973044807",NA,NA
"Парасюк Володимир Зіновійович","Верховна Рада України","Народний депутат України","nacp_8e198356-94da-4884-92ca-aec34f80726c","Парасюк","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8e198356-94da-4884-92ca-aec34f80726c","Володимир","ГО ""Бюро незалежних розслідувань""","1490973235750","39635288","Громадське об’єднання","1490973235750",NA,NA
"Парасюк Володимир Зіновійович","Верховна Рада України","Народний депутат України","nacp_8e198356-94da-4884-92ca-aec34f80726c","Парасюк","FALSE","Зіновійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8e198356-94da-4884-92ca-aec34f80726c","Володимир","Футбольний клуб ""Скеля""","1522233563826","41472519","Громадське об’єднання","1522233563826",NA,NA
